CruiseID,DeviceID,DeviceTerm,DeviceCatID,DeviceCatTerm,DefaultInstrumentTerm,DeviceDescription,AttrNameUsed,ActionsUsed,State
RR1301,"L221/TOOL0304","IXSEA Photonic Inertial Navigation System","L05/POS19","inertial navigation systems","Navigation","PHINS, or PHotonic Inertial Navigation System (INS) that outputs position, heading, pitch, roll, heave, depth and velocity. The PHINS uses a high accuracy inertial measurement unit and produces positional data with an accuracy ranging from metres to cm, depending on the specific instrumentation setup. INS drift performance is known to be inadequate without a velocity input from an ADCP.","Navigation","faultGPS;faultGyro","0"
RR1301,"R2RE/1057","IXSEA Hydrins","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","Navigation 2","other","MODIFIED"
RR1301,"R2RE/1057","Seapath 330","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","Navigation 3","other","MODIFIED"
al130801,"R2RE/1027","Academic Research Vessel","R2RE/1006","research vessel","Ship","Academic Research Vessel description goes here","Ship","startCruise;endCruise;other","0"
al130801,"R2RE/1057","F185_MRU","R2RE/1010","user specified","UserSpecified","Coda Octopus F185+ Motion Reference Unit","F185","startCalibration;endCalibration;other","3"
al130801,"R2RE/1004","Generic ADCP150","L05/115","current profilers","ADCP150","An Acoustic Doppler Current Profiler, or Acoustic Doppler Profiler, is often referred to with the acronym ADCP. Scientists use the instrument to measure how fast water is moving across an entire water column. An ADCP anchored to the seafloor can measure current speed not just at the bottom, but also at equal intervals all the way up to the surface. The instrument can also be mounted horizontally on seawalls or bridge pilings in rivers and canals to measure the current profile from shore to shore, and to the bottoms of ships to take constant current measurements as the boats move. In very deep areas, they can be lowered on a cable from the surface.  The ADCP measures water currents with sound (150kHz), using a principle of sound waves called the Doppler effect.","ADCP150","start;stop;service;other","0"
al130801,"R2RE/9026","multibeam r2r_devtype","L05/157","multi-beam echosounders","Multibeam","multiple formed beam mapping sonar system","Multibeam","start;stop;other;","0"
al130801,"R2RE/1057","SeaBird 25 ","R2RE/1010","user specified","UserSpecified","Seabird CTD Internally recording","SBE25","deploy;recover;abort;other","3"
al130801,"R2RE/1057","satellite system","R2RE/1010","user specified","UserSpecified","Satellite systems including both Cband and KuBand","satellite","other;turnOn;turnedOff","3"
al130801,"R2RE/1057","Simrad ES60","R2RE/1010","user specified","UserSpecified","Simrad ES60 fish finder w/ 38 and 200 khz duckers","ES60","start;end;other","3"
al130801,"R2RE/1057","SVPlusV2","R2RE/1010","user specified","UserSpecified","AML SoundVelocity Plus internally recording ","SVPlusV2","other;deploy;recover","3"
al130801,"R2RE/1057", "soloFloat", "R2RE/1010", "user specified", "UserSpecified", "SOLO Float", "soloFloat", "start;deploy;abort;other", "3"
at25,"R2RE/9037","winch r2r_devtype","R2RE/1030","winch","Winch","UNOLS Winch Pool Winch goes here","winch starboard","maxtensionWire;maxspeedWire;abort;other","MODIFIED"
at25,"R2RE/9037","winch r2r_devtype","R2RE/1030","winch","Winch","UNOLS Winch Pool Winch goes here","winch port","maxtensionWire;maxspeedWire;abort;other","MODIFIED"
at25,"L22/TOOL0058","Sea-Bird SBE 911plus CTD","L05/130","CTD profilers","CTD911","High precision and accuracy CTD comprising an SBE 9plus underwater unit (SBE 3 temperature and SBE 4 conductivity sensors) and an SBE 11plus deck unit. Sensors may be connected to a pump-fed plastic tubing circuit (usually temperature, salinity and oxygen) or stand-alone. All instruments (8 channels available) on the package are logged by the SBE 11. The unit is the production off the shelf version of the SBE 911 (each 911 was custom built to individual specification).","CTD911","deploy;maxDepth;recover;abort;other","0"
at25,"R2RE/1031","Generic XBT","L05/132","bathythermographs","XBT","The Expendable Bathythermograph (XBT) has been used by oceanographers for many years to obtain information on the temperature structure of the ocean to depths of up to 1500 meters.","XBT","release","0"
at25,"L22/TOOL0190","Sea-Bird SBE45 MicroTSG thermosalinograph","L05/133","thermosalinographs","Thermosalinograph SBE45","A small externally powered, high-accuracy instrument, designed for shipboard determination of sea surface (pumped-water) conductivity and temperature. It is constructed of plastic and titanium to ensure long life with minimum maintenance. It may optionally be interfaced to an external SBE 38 hull temperature sensor.","Thermosalinograph SBE45","startLine;endLine;abortLine;sampleLine","0"
at25,"R2RE/1003","Generic ADCP75","L05/115","current profilers","ADCP75","An Acoustic Doppler Current Profiler, or Acoustic Doppler Profiler, is often referred to with the acronym ADCP. Scientists use the instrument to measure how fast water is moving across an entire water column. An ADCP anchored to the seafloor can measure current speed not just at the bottom, but also at equal intervals all the way up to the surface. The instrument can also be mounted horizontally on seawalls or bridge pilings in rivers and canals to measure the current profile from shore to shore, and to the bottoms of ships to take constant current measurements as the boats move. In very deep areas, they can be lowered on a cable from the surface.  The ADCP measures water currents with sound (75kHz), using a principle of sound waves called the Doppler effect.","ADCP75","start;stop;service;other","0"
at25,"R2RE/1008","Kongsberg (Simrad) EM 122 multibeam echosounder","L05/157","multi-beam echosounders","EM122","EM 122 multibeam echosounder is a high performance echosounder for deep water mapping with up to 288 simultaneous beams.","EM122","start;stop;other;","0"
at25,"R2RE/1015","Generic Meteorological Sensor","L05/102","meteorological packages","MeteorologicalSensor","Generic Meteorological Sensor description goes here","MeteorologicalSensor","start;stop;other;","0"
at25,"R2RE/9018","fluorometer r2r_devtype","L05/113","Fluorometer","Fluorometer","measures fluorescence (usually for phytoplankton)","Fluorometer","startLine;endLine;abortLine;sampleLine","0"
at25,"R2RE/9038","generic 12kHz echosounder","L05/156","single-beam echosounders","Echosounder12","12 kHz echosounder of unknown make/model","Echosounder12","startLine;endLine;abortLine","0"
at25,"R2RE/9039","generic 3.5kHz echosounder","L05/156","single-beam echosounders","Echosounder3.5","3.5 kHz echosounder of unknown make/model","Echosounder3.5","startLine;endLine;abortLine","0"
at25,"R2RE/1027","Academic Research Vessel","R2RE/1006","research vessel","Ship","Academic Research Vessel description goes here","Ship","startCruise;endCruise;other","0"
at25,"R2RE/1024","Instrument Details Specified Elsewhere","L05/999","unknown","Other","This is a placeholder for eventlogger and other systems that allow users to specify their own instrumentation. Such entries are tagged using this vocabulary term so that the actual instrument make and model can be researched.","Other","start;end","0"
at26-01,"L22/TOOL0058","Sea-Bird SBE 911plus CTD","L05/130","CTD profilers","CTD911","High precision and accuracy CTD comprising an SBE 9plus underwater unit (SBE 3 temperature and SBE 4 conductivity sensors) and an SBE 11plus deck unit. Sensors may be connected to a pump-fed plastic tubing circuit (usually temperature, salinity and oxygen) or stand-alone. All instruments (8 channels available) on the package are logged by the SBE 11. The unit is the production off the shelf version of the SBE 911 (each 911 was custom built to individual specification).","CTD911","deploy;maxDepth;recover;abort;other","0"
at26-01,"L22/TOOL0190","Sea-Bird SBE45 MicroTSG thermosalinograph","L05/133","thermosalinographs","Thermosalinograph SBE45","A small externally powered, high-accuracy instrument, designed for shipboard determination of sea surface (pumped-water) conductivity and temperature. It is constructed of plastic and titanium to ensure long life with minimum maintenance. It may optionally be interfaced to an external SBE 38 hull temperature sensor.","Thermosalinograph SBE45","startLine;endLine;abortLine;sampleLine","0"
at26-01,"R2RE/1003","Generic ADCP75","L05/115","current profilers","ADCP75","An Acoustic Doppler Current Profiler, or Acoustic Doppler Profiler, is often referred to with the acronym ADCP. Scientists use the instrument to measure how fast water is moving across an entire water column. An ADCP anchored to the seafloor can measure current speed not just at the bottom, but also at equal intervals all the way up to the surface. The instrument can also be mounted horizontally on seawalls or bridge pilings in rivers and canals to measure the current profile from shore to shore, and to the bottoms of ships to take constant current measurements as the boats move. In very deep areas, they can be lowered on a cable from the surface.  The ADCP measures water currents with sound (75kHz), using a principle of sound waves called the Doppler effect.","ADCP75","start;stop;service;other","0"
at26-01,"R2RE/1008","Kongsberg (Simrad) EM 122 multibeam echosounder","L05/157","multi-beam echosounders","Multibeam","EM 122 multibeam echosounder is a high performance echosounder for deep water mapping with up to 288 simultaneous beams.","Multibeam","start;stop;other;","0"
at26-01,"R2RE/1015","Generic Meteorological Sensor","L05/102","meteorological packages","MeteorologicalSensor","Generic Meteorological Sensor description goes here","MeteorologicalSensor","start;stop;other;","0"
at26-01,"R2RE/1024","Instrument Details Specified Elsewhere","L05/999","unknown","Other","This is a placeholder for eventlogger and other systems that allow users to specify their own instrumentation. Such entries are tagged using this vocabulary term so that the actual instrument make and model can be researched.","Other","start;end","0"
at26-01,"R2RE/1027","Academic Research Vessel","R2RE/1006","research vessel","Ship","Academic Research Vessel description goes here","Ship","startCruise;endCruise;other","0"
at26-01,"R2RE/1031","Generic XBT","L05/132","bathythermographs","XBT","The Expendable Bathythermograph (XBT) has been used by oceanographers for many years to obtain information on the temperature structure of the ocean to depths of up to 1500 meters.","XBT","release","0"
at26-01,"R2RE/9018","fluorometer r2r_devtype","L05/113","Fluorometer","Fluorometer","measures fluorescence (usually for phytoplankton)","Fluorometer","startLine;endLine;abortLine;sampleLine","0"
at26-01,"R2RE/9038","generic 12kHz echosounder","L05/156","single-beam echosounders","Echosounder12","12 kHz echosounder of unknown make/model","Echosounder12","startLine;endLine;abortLine","0"
at26-01,"R2RE/9039","generic 3.5kHz echosounder","L05/156","single-beam echosounders","Echosounder3.5","3.5 kHz echosounder of unknown make/model","Echosounder3.5","startLine;endLine;abortLine","0"
at26-04,"L22/TOOL0058","Sea-Bird SBE 911plus CTD","L05/130","CTD profilers","CTD911","High precision and accuracy CTD comprising an SBE 9plus underwater unit (SBE 3 temperature and SBE 4 conductivity sensors) and an SBE 11plus deck unit. Sensors may be connected to a pump-fed plastic tubing circuit (usually temperature, salinity and oxygen) or stand-alone. All instruments (8 channels available) on the package are logged by the SBE 11. The unit is the production off the shelf version of the SBE 911 (each 911 was custom built to individual specification).","CTD911","deploy;maxDepth;recover;abort;other","0"
at26-04,"L22/TOOL0190","Sea-Bird SBE45 MicroTSG thermosalinograph","L05/133","thermosalinographs","Thermosalinograph SBE45","A small externally powered, high-accuracy instrument, designed for shipboard determination of sea surface (pumped-water) conductivity and temperature. It is constructed of plastic and titanium to ensure long life with minimum maintenance. It may optionally be interfaced to an external SBE 38 hull temperature sensor.","Thermosalinograph SBE45","startLine;endLine;abortLine;sampleLine","0"
at26-04,"R2RE/1003","Generic ADCP75","L05/115","current profilers","ADCP75","An Acoustic Doppler Current Profiler, or Acoustic Doppler Profiler, is often referred to with the acronym ADCP. Scientists use the instrument to measure how fast water is moving across an entire water column. An ADCP anchored to the seafloor can measure current speed not just at the bottom, but also at equal intervals all the way up to the surface. The instrument can also be mounted horizontally on seawalls or bridge pilings in rivers and canals to measure the current profile from shore to shore, and to the bottoms of ships to take constant current measurements as the boats move. In very deep areas, they can be lowered on a cable from the surface.  The ADCP measures water currents with sound (75kHz), using a principle of sound waves called the Doppler effect.","ADCP75","start;stop;service;other","0"
at26-04,"R2RE/1008","Kongsberg (Simrad) EM 122 multibeam echosounder","L05/157","multi-beam echosounders","Multibeam","EM 122 multibeam echosounder is a high performance echosounder for deep water mapping with up to 288 simultaneous beams.","Multibeam","start;stop;other;","0"
at26-04,"R2RE/1015","Generic Meteorological Sensor","L05/102","meteorological packages","MeteorologicalSensor","Generic Meteorological Sensor description goes here","MeteorologicalSensor","start;stop;other;","0"
at26-04,"R2RE/1024","Instrument Details Specified Elsewhere","L05/999","unknown","Other","This is a placeholder for eventlogger and other systems that allow users to specify their own instrumentation. Such entries are tagged using this vocabulary term so that the actual instrument make and model can be researched.","Other","start;end","0"
at26-04,"R2RE/1027","Academic Research Vessel","R2RE/1006","research vessel","Ship","Academic Research Vessel description goes here","Ship","startCruise;endCruise;other","0"
at26-04,"R2RE/1031","Generic XBT","L05/132","bathythermographs","XBT","The Expendable Bathythermograph (XBT) has been used by oceanographers for many years to obtain information on the temperature structure of the ocean to depths of up to 1500 meters.","XBT","release","0"
at26-04,"R2RE/9018","fluorometer r2r_devtype","L05/113","Fluorometer","Fluorometer","measures fluorescence (usually for phytoplankton)","Fluorometer","startLine;endLine;abortLine;sampleLine","0"
at26-04,"R2RE/9038","generic 12kHz echosounder","L05/156","single-beam echosounders","Echosounder12","12 kHz echosounder of unknown make/model","Echosounder12","startLine;endLine;abortLine","0"
at26-04,"R2RE/9039","generic 3.5kHz echosounder","L05/156","single-beam echosounders","Echosounder3.5","3.5 kHz echosounder of unknown make/model","Echosounder3.5","startLine;endLine;abortLine","0"
at26-04,"R2RE/9061", "Multi Corer", "L051/51", "unconsolidated sediment corers", "Multi-core", "The Multi Corer is a benthic coring device used to collect multiple, simultaneous, undisturbed sediment/water samples from the seafloor.  Multiple coring tubes with varying sampling capacity depending on tube dimensions are mounted in a frame designed to sample the deep ocean seafloor. For more information, see Barnett et al. (1984) in Oceanologica Acta, 7, pp. 399-408.", "Multi-core", "other;deploy;recover", "1"
en524,"L22/TOOL0058","Sea-Bird SBE 911plus CTD","L05/130","CTD profilers","CTD911","High precision and accuracy CTD comprising an SBE 9plus underwater unit (SBE 3 temperature and SBE 4 conductivity sensors) and an SBE 11plus deck unit. Sensors may be connected to a pump-fed plastic tubing circuit (usually temperature, salinity and oxygen) or stand-alone. All instruments (8 channels available) on the package are logged by the SBE 11. The unit is the production off the shelf version of the SBE 911 (each 911 was custom built to individual specification).","CTD911","deploy;maxDepth;recover;abort;other","0"
en524,"R2RE/1057","MC80 Multicorer","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","Multicorer","start; maxDepth;end;other","MODIFIED"
en524,"R2RE/1057","Soutar box corer","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","Box Corer","start; maxDepth;end;other","MODIFIED"
en524,"R2RE/1024","Instrument Details Specified Elsewhere","L05/999","unknown","Other","This is a placeholder for eventlogger and other systems that allow users to specify their own instrumentation. Such entries are tagged using this vocabulary term so that the actual instrument make and model can be researched.","Other","start;end;other","MODIFIED"
en524,"R2RE/1027","Academic Research Vessel","R2RE/1006","research vessel","Ship","Academic Research Vessel description goes here","Ship","startCruise;endCruise;other","0"
en527,"L22/TOOL0058","Sea-Bird SBE 911plus CTD","L05/130","CTD profilers","CTD911","High precision and accuracy CTD comprising an SBE 9plus underwater unit (SBE 3 temperature and SBE 4 conductivity sensors) and an SBE 11plus deck unit. Sensors may be connected to a pump-fed plastic tubing circuit (usually temperature, salinity and oxygen) or stand-alone. All instruments (8 channels available) on the package are logged by the SBE 11. The unit is the production off the shelf version of the SBE 911 (each 911 was custom built to individual specification).","CTD911","deploy;maxDepth;recover;abort;other","0"
en527,"R2RE/1003","Generic ADCP75","L05/115","current profilers","ADCP75","An Acoustic Doppler Current Profiler, or Acoustic Doppler Profiler, is often referred to with the acronym ADCP. Scientists use the instrument to measure how fast water is moving across an entire water column. An ADCP anchored to the seafloor can measure current speed not just at the bottom, but also at equal intervals all the way up to the surface. The instrument can also be mounted horizontally on seawalls or bridge pilings in rivers and canals to measure the current profile from shore to shore, and to the bottoms of ships to take constant current measurements as the boats move. In very deep areas, they can be lowered on a cable from the surface.  The ADCP measures water currents with sound (75kHz), using a principle of sound waves called the Doppler effect.","ADCP75","start;stop;service;other","0"
en527,"L22/TOOL0190","Sea-Bird SBE45 MicroTSG thermosalinograph","L05/133","thermosalinographs","Thermosalinograph SBE45","A small externally powered, high-accuracy instrument, designed for shipboard determination of sea surface (pumped-water) conductivity and temperature. It is constructed of plastic and titanium to ensure long life with minimum maintenance. It may optionally be interfaced to an external SBE 38 hull temperature sensor.","Thermosalinograph SBE45","startLine;endLine;abortLine;sampleLine","0"
en527,"R2RE/1005","Generic ADCP300","L05/115","current profilers","ADCP300","A Doppler velocity log (DVL) measuring bottom track and water track velocities, altitude, heading, tilt, temperature, echo intensity, pressure and current velocities. 300kHz Broadband signal processing gives high data resolution and a four-beam solution gives an independent error velocity measurement as an indicator of data quality. It has a bottom track range of 200m and velocity accuracy for both bottom and water track modes is 0.4% of the velocity, 0.2cm/s. The instrument operates effectively over a temperature range of -5C to 45C and with a tilt of up to 15 deg.","ADCP300","start;stop;service;other","0"
en527,"R2RE/1024","Instrument Details Specified Elsewhere","L05/999","unknown","Other","This is a placeholder for eventlogger and other systems that allow users to specify their own instrumentation. Such entries are tagged using this vocabulary term so that the actual instrument make and model can be researched.","Other","start;end","0"
en527,"R2RE/1027","Academic Research Vessel","R2RE/1006","research vessel","Ship","Academic Research Vessel description goes here","Ship","startCruise;endCruise;other","0"
en527,"R2RE/9018","fluorometer r2r_devtype","L05/113","Fluorometer","Fluorometer","measures fluorescence (usually for phytoplankton)","Fluorometer","startLine;endLine;abortLine;sampleLine","0"
en527,"R2RE/9038","generic 12kHz echosounder","L05/156","single-beam echosounders","Echosounder12","12 kHz echosounder of unknown make/model","Echosounder12","startLine;endLine;abortLine","0"
en527,"R2RE/9039","generic 3.5kHz echosounder","L05/156","single-beam echosounders","Echosounder3.5","3.5 kHz echosounder of unknown make/model","Echosounder3.5","startLine;endLine;abortLine","0"
en527,"R2RE/1017","MOCNESS1","R2RE/1010","custom instrument","MOCNESS1","MOCNESS 1 (1 square meter) is a much-improved, high-tech version of the humble sampling net.  As MOCNESS tows behind a research ship, each net can be opened and shut independently so that it samples a discrete patch of water. The researcher chooses exactly when by using the environmental sensing system. This is an array of sensors mounted on the instrument frame that relays water conditions up to the ship in real time. The data also help researchers match what they find in their sample to the physical properties of the seawater.","MOCNESS1","deploy;maxDepth;recover;abort;other","0"
en527,"R2RE/9059","Meter Net","L051/22","plankton nets","MeterNet","A meter net is a plankton net with a one meter diameter opening and a mesh size of .333 mm, towed horizontally, obliquely or vertically, also known as a Ring Net.","MeterNet","start;stop;other;","0"
en527,"R2RE/9070","Sediment Trap - Floating","L051/33","sediment traps","FloatingSedTrap","Floating sediment traps are specially designed sampling devices deployed to float in the water column (as opposed to being secured to a mooring at a fixed depth) for periods of time to collect particles from the water column that are falling toward the sea floor. In general a sediment trap has a container at the bottom to collect the sample and a broad funnel-shaped opening at the top with baffles to keep out very large objects and help prevent the funnel from clogging. The 'Sediment Trap -Floating' designation is used for a floating type of sediment trap about which no other design details are known.","FloatingSedTrap","start;stop;other;","0"
en527,"R2RE/9061","Multi Corer","L051/51","unconsolidated sediment corers","Multi-core","The Multi Corer is a benthic coring device used to collect multiple, simultaneous, undisturbed sediment/water samples from the seafloor.  Multiple coring tubes with varying sampling capacity depending on tube dimensions are mounted in a frame designed to sample the deep ocean seafloor. For more information, see Barnett et al. (1984) in Oceanologica Acta, 7, pp. 399-408.","Multi-core","start;stop;other;","0"
en527,"R2RE/1056","Sea-Bird SBE21 SeaCat thermosalinograph","L05/133","thermosalinographs","Thermosalinograph SBE21","The SBE 21 accurately determines sea surface temperature and conductivity from underway vessels. Data is simultaneously stored in memory and transmitted to a computer serial port, allowing independent data logging and real-time data acquisition. Typically mounted near the ship's seawater intake, the SBE 21 is connected to an AC-powered interface box positioned near the computer. The interface box provides power and an isolated data interface, and contains a NMEA 0183 port for appending navigation information to the data stream.","Thermosalinograph SBE21","start;stop;other;","0"
oc1307c,"L22/TOOL0058","Sea-Bird SBE 911plus CTD","L05/130","CTD profilers","CTD911","High precision and accuracy CTD comprising an SBE 9plus underwater unit (SBE 3 temperature and SBE 4 conductivity sensors) and an SBE 11plus deck unit. Sensors may be connected to a pump-fed plastic tubing circuit (usually temperature, salinity and oxygen) or stand-alone. All instruments (8 channels available) on the package are logged by the SBE 11. The unit is the production off the shelf version of the SBE 911 (each 911 was custom built to individual specification).","CTD911","deploy;maxDepth;recover;abort;other","0"
oc1307c,"L22/TOOL0190","Sea-Bird SBE45 MicroTSG thermosalinograph","L05/133","thermosalinographs","Thermosalinograph SBE45","A small externally powered, high-accuracy instrument, designed for shipboard determination of sea surface (pumped-water) conductivity and temperature. It is constructed of plastic and titanium to ensure long life with minimum maintenance. It may optionally be interfaced to an external SBE 38 hull temperature sensor.","Thermosalinograph SBE45","startLine;endLine;abortLine;sampleLine","0"
oc1307c,"R2RE/1004","Generic ADCP150","L05/115","current profilers","ADCP150","An Acoustic Doppler Current Profiler, or Acoustic Doppler Profiler, is often referred to with the acronym ADCP. Scientists use the instrument to measure how fast water is moving across an entire water column. An ADCP anchored to the seafloor can measure current speed not just at the bottom, but also at equal intervals all the way up to the surface. The instrument can also be mounted horizontally on seawalls or bridge pilings in rivers and canals to measure the current profile from shore to shore, and to the bottoms of ships to take constant current measurements as the boats move. In very deep areas, they can be lowered on a cable from the surface.  The ADCP measures water currents with sound (150kHz), using a principle of sound waves called the Doppler effect.","ADCP150","start;stop;service;other","0"
oc1307c,"R2RE/1015","Generic Meteorological Sensor","L05/102","meteorological packages","MeteorologicalSensor","Generic Meteorological Sensor description goes here","MeteorologicalSensor","start;stop;other;","0"
oc1307c,"R2RE/1024","Instrument Details Specified Elsewhere","L05/999","unknown","Other","This is a placeholder for eventlogger and other systems that allow users to specify their own instrumentation. Such entries are tagged using this vocabulary term so that the actual instrument make and model can be researched.","Other","start;end","0"
oc1307c,"R2RE/1027","Academic Research Vessel","R2RE/1006","research vessel","Ship","Academic Research Vessel description goes here","Ship","startCruise;endCruise;other","0"
oc1307c,"R2RE/1031","Generic XBT","L05/132","bathythermographs","XBT","The Expendable Bathythermograph (XBT) has been used by oceanographers for many years to obtain information on the temperature structure of the ocean to depths of up to 1500 meters.","XBT","release","0"
oc1307c,"R2RE/9018","fluorometer r2r_devtype","L05/113","Fluorometer","Fluorometer","measures fluorescence (usually for phytoplankton)","Fluorometer","startLine;endLine;abortLine;sampleLine","0"
oc1307c,"R2RE/9038","generic 12kHz echosounder","L05/156","single-beam echosounders","Echosounder12","12 kHz echosounder of unknown make/model","Echosounder12","startLine;endLine;abortLine","0"
oc1307c,"R2RE/9039","generic 3.5kHz echosounder","L05/156","single-beam echosounders","Echosounder3.5","3.5 kHz echosounder of unknown make/model","Echosounder3.5","startLine;endLine;abortLine","0"
oc1307c,"R2RE/1057","KECK OBS","R2RE/1010","user specified","UserSpecified","ocean bottom seismometor","KECK OBS","other;deploy; maxDepth","3"
oc1307c,"R2RE/1057", "ARRA OBS", "R2RE/1010", "user specified", "UserSpecified", "ocean bottom seismometer", "ARRA OBS", "other;deploy; maxDepth", "3"
oc1308B,"L22/TOOL0058","Sea-Bird SBE 911plus CTD","L05/130","CTD profilers","CTD911","High precision and accuracy CTD comprising an SBE 9plus underwater unit (SBE 3 temperature and SBE 4 conductivity sensors) and an SBE 11plus deck unit. Sensors may be connected to a pump-fed plastic tubing circuit (usually temperature, salinity and oxygen) or stand-alone. All instruments (8 channels available) on the package are logged by the SBE 11. The unit is the production off the shelf version of the SBE 911 (each 911 was custom built to individual specification).","CTD911","deploy;maxDepth;recover;abort;other","0"
oc1308B,"L22/TOOL0190","Sea-Bird SBE45 MicroTSG thermosalinograph","L05/133","thermosalinographs","Thermosalinograph SBE45","A small externally powered, high-accuracy instrument, designed for shipboard determination of sea surface (pumped-water) conductivity and temperature. It is constructed of plastic and titanium to ensure long life with minimum maintenance. It may optionally be interfaced to an external SBE 38 hull temperature sensor.","Thermosalinograph SBE45","startLine;endLine;abortLine;sampleLine","0"
oc1308B,"R2RE/1004","Generic ADCP150","L05/115","current profilers","ADCP150","An Acoustic Doppler Current Profiler, or Acoustic Doppler Profiler, is often referred to with the acronym ADCP. Scientists use the instrument to measure how fast water is moving across an entire water column. An ADCP anchored to the seafloor can measure current speed not just at the bottom, but also at equal intervals all the way up to the surface. The instrument can also be mounted horizontally on seawalls or bridge pilings in rivers and canals to measure the current profile from shore to shore, and to the bottoms of ships to take constant current measurements as the boats move. In very deep areas, they can be lowered on a cable from the surface.  The ADCP measures water currents with sound (150kHz), using a principle of sound waves called the Doppler effect.","ADCP150","start;stop;service;other","0"
oc1308B,"R2RE/1015","Generic Meteorological Sensor","L05/102","meteorological packages","MeteorologicalSensor","Generic Meteorological Sensor description goes here","MeteorologicalSensor","start;stop;other;","0"
oc1308B,"R2RE/1024","Instrument Details Specified Elsewhere","L05/999","unknown","Other","This is a placeholder for eventlogger and other systems that allow users to specify their own instrumentation. Such entries are tagged using this vocabulary term so that the actual instrument make and model can be researched.","Other","start;end","0"
oc1308B,"R2RE/1027","Academic Research Vessel","R2RE/1006","research vessel","Ship","Academic Research Vessel description goes here","Ship","startCruise;endCruise;other","0"
oc1308B,"R2RE/1031","Generic XBT","L05/132","bathythermographs","XBT","The Expendable Bathythermograph (XBT) has been used by oceanographers for many years to obtain information on the temperature structure of the ocean to depths of up to 1500 meters.","XBT","release","0"
oc1308B,"R2RE/9018","fluorometer r2r_devtype","L05/113","Fluorometer","Fluorometer","measures fluorescence (usually for phytoplankton)","Fluorometer","startLine;endLine;abortLine;sampleLine","0"
oc1308B,"R2RE/9038","generic 12kHz echosounder","L05/156","single-beam echosounders","Echosounder12","12 kHz echosounder of unknown make/model","Echosounder12","startLine;endLine;abortLine","0"
oc1308B,"R2RE/9039","generic 3.5kHz echosounder","L05/156","single-beam echosounders","Echosounder3.5","3.5 kHz echosounder of unknown make/model","Echosounder3.5","startLine;endLine;abortLine","0"
oc1308B,"R2RE/1057", "OBS", "R2RE/1010", "user specified", "UserSpecified", "LDEO Ocean Bottom Seismometer - Trillium Compact", "LDEO APG Deepwater OBS", "other;deploy;recover;startStation;endStation;start acoustic survey;end acoustic survey;On Bottom", "3"
oc1308B,"R2RE/1057","OBS","R2RE/1010","user specified","UserSpecified","LDEO trawl resistant mount ocean bottom seismometer","LDEO TRM OBS","other;deploy;recover;startStation;endStation;On Bottom;Released from winch;start acoustic survey;end acoustic survey","3"
tn299/tn299_instruments.csv:"R2RE, ROV, ENG, outreach and summary ","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","Reporting","dailyROV;dailyOps;outreach;sampleSummary;other","MODIFIED"
tn299,"R2RE/1027","Academic Research Vessel","R2RE/1006","research vessel","Ship","Academic Research Vessel description goes here","Ship","startCruise;endCruise;other","0"
tn299,"R2RE/1057","satellite communications to shore","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","Satellite","startTX;stopTX;powerAdjust;other;readings","MODIFIED"
tn299,"R2RE/1057","ROV ROPOS ","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","ROV ROPOS ","divePlan;vehicleConfig;basketConfig;launch;recover;diveTrack;other","MODIFIED"
tn299,"R2RE/1057","ROPOS remotely operated cable laying system","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","ROCLS","deploy;recover;other","MODIFIED"
tn299,"R2RE/1057","MPJBox, LPJBox or LVNode","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","RSN secondaryNode","deploy;recover;surveyedPosition;other","MODIFIED"
tn299,"R2RE/1057","Guralp custom short period seismometer","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","RSN OBSSP","deploy;recover;surveyedPosition;other","MODIFIED"
tn299,"R2RE/1057","Gurlap CMG-1T w/ CMG-5T accelerometer and hydrophone","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","RSN OBSBB-HYDLF","deploy;recover;surveyedPosition;other","MODIFIED"
tn299,"R2RE/1057","UW-Lilley Temperature Resistivity Sensor","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","RSN TRHPH","deploy;recover;surveyedPosition;other","MODIFIED"
tn299,"R2RE/1057","Harvard-Girguis Mass Spectrometer","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","RSN MASSP","deploy;recover;surveyedPosition;other","MODIFIED"
tn299,"R2RE/1057","PMEL-Butterfield integrated temperature sensors, McLane RAS and McLane PPS","R2RE/1010","user specified","UserSpecified","Instrument that does not have a controlled vocabulary term","RSN RASFL-PPSDN","deploy;recover;surveyedPosition;other","MODIFIED"
